# ÜRETİLMİŞ kategori yaprakları — gen-category-leaves.ts
# Biçim: <kod>\t4\t<üstKod>\t\t<ad>  (categories-custom.tsv ile aynı)
# Elle düzeltme SERBEST; yeniden koşumda mevcut satırlar korunur ve
# slotları rezerve sayılır.
31151501	4	31151500		Çelik halat
31151502	4	31151500		Naylon halat
31151503	4	31151500		Kendir halat
31151504	4	31151500		Polyester halat
31151505	4	31151500		Örgülü halat
31151506	4	31151500		Çelik özlü halat
31151507	4	31151500		Lif özlü halat
31151508	4	31151500		Polipropilen halat
31151509	4	31151500		Statik halat
31151601	4	31151600		Transmisyon zinciri
31151602	4	31151600		Paslanmaz çelik zincir
31151603	4	31151600		Yük kaldırma zinciri
31151604	4	31151600		Gal zinciri
31151605	4	31151600		Konveyör zinciri
31151606	4	31151600		Makaralı zincir
31151607	4	31151600		Çift sıra zincir
31151608	4	31151600		Plastik baklalı zincir
31151609	4	31151600		Kar zinciri
31151701	4	31151700		Gaz teli kablosu
31151702	4	31151700		Debriyaj kablosu
31151703	4	31151700		Fren kablosu
31151704	4	31151700		Çelik kumanda kablosu
31151705	4	31151700		İtme çekme kablosu
31151706	4	31151700		Kilitleme kablosu
31151707	4	31151700		El freni kablosu
31151708	4	31151700		Jikle kablosu
31151709	4	31151700		Mekanik kumanda kablosu
31151801	4	31151800		Yaylık çelik tel
31151802	4	31151800		İnşaat bağlama teli
31151803	4	31151800		Tavlı tel
31151804	4	31151800		Galvanizli çelik tel
31151805	4	31151800		Paslanmaz çelik tel
31151806	4	31151800		Bakır tel
31151807	4	31151800		Pirinç tel
31151808	4	31151800		Dikenli tel
31151809	4	31151800		Jiletli tel
31151901	4	31151900		Zaman kayışı
31151903	4	31151900		V kayışı
31151905	4	31151900		Tırtıllı V kayışı
31151906	4	31151900		Poliüretan zaman kayışı
31151907	4	31151900		Kanallı kayış
31151908	4	31151900		Dişli kayış
31151909	4	31151900		Konveyör bandı kayışı
31152001	4	31152000		Paslanmaz çelik emniyet teli
31152002	4	31152000		Monel emniyet teli
31152003	4	31152000		Havacılık tipi emniyet teli
31152004	4	31152000		Kilit teli
31152005	4	31152000		Mühürleme teli
31152006	4	31152000		Çelik bariyer teli
31152007	4	31152000		Yaşam hattı teli
31152008	4	31152000		Korkuluk teli
31152009	4	31152000		Gergi teli
31152101	4	31152100		Naylon kordon ip
31152102	4	31152100		Polyester kordon ip
31152103	4	31152100		Pamuklu şerit kordon
31152104	4	31152100		Elastik kordon
31152105	4	31152100		Yassı örme kordon
31152106	4	31152100		Deri kordon şerit
31152107	4	31152100		Silikon kordon fitil
31152108	4	31152100		Polipropilen kordon
31152109	4	31152100		Mumlu kordon ip
31152201	4	31152200		Tavlı demir tel
31152202	4	31152200		Galvanizli çelik tel
31152203	4	31152200		Dikenli çelik tel
31152204	4	31152200		Yaylık çelik tel
31152205	4	31152200		Paslanmaz çelik tel
31152206	4	31152200		Örgülü çelik halat teli
31152207	4	31152200		İnşaat bağlama teli
31152208	4	31152200		Yüksek karbonlu çelik tel
31152209	4	31152200		Bakır kaplı çelik tel
31152301	4	31152300		Elektrolitik bakır tel
31152302	4	31152300		Pirinç tel
31152303	4	31152300		Alüminyum tel
31152304	4	31152300		Bronz tel
31152305	4	31152300		Nikel krom rezistans teli
31152306	4	31152300		Kurşun tel
31152307	4	31152300		Titanyum tel
31152308	4	31152300		Gümüş kaynak teli
31152309	4	31152300		Çinko tel
31161501	4	31161500		Akıllı vida
31161502	4	31161500		Sunta vidası
31161503	4	31161500		Sac vidası
31161504	4	31161500		Metrik vida
31161505	4	31161500		Alçıpan vidası
31161506	4	31161500		Ağaç vidası
31161507	4	31161500		Punta kaynak vidası
31161508	4	31161500		Beton vidası
31161509	4	31161500		YHB matkap uçlu vida
31161601	4	31161600		Altıköşe başlı cıvata
31161602	4	31161600		İmbus cıvata
31161603	4	31161600		Havşa başlı cıvata
31161604	4	31161600		Flanşlı cıvata
31161605	4	31161600		U cıvata
31161606	4	31161600		T başlı cıvata
31161607	4	31161600		Kasa cıvatası
31161608	4	31161600		Gözlü cıvata
31161609	4	31161600		Yarım diş cıvata
31161701	4	31161700		Altıköşe somun
31161702	4	31161700		Fiberli somun
31161703	4	31161700		Flanşlı somun
31161704	4	31161700		Kelebek somun
31161705	4	31161700		Kör somun
31161706	4	31161700		Kare somun
31161707	4	31161700		Uzatma somunu
31161708	4	31161700		T kanallı somun
31161709	4	31161700		Kafesli somun
11101502	4	11101500		Kalsit tozu
11101503	4	11101500		Bentonit kili
11101504	4	11101500		Kaolen kili
11101505	4	11101500		Talk tozu
11101507	4	11101500		Barit tozu
11101508	4	11101500		Kuvars tozu
11101509	4	11101500		Feldspat madeni
11101601	4	11101600		Demir cevheri
11101602	4	11101600		Krom cevheri
11101603	4	11101600		Bakır cevheri
11101604	4	11101600		Boksit cevheri
11101605	4	11101600		Çinko cevheri
11101606	4	11101600		Kurşun cevheri
11101607	4	11101600		Manganez cevheri
11101608	4	11101600		Nikel cevheri
11101609	4	11101600		Bor cevheri
11101701	4	11101700		Külçe alüminyum
11101702	4	11101700		Külçe bakır
11101703	4	11101700		Külçe çinko
11101704	4	11101700		Külçe kurşun
11101705	4	11101700		Külçe nikel
11101706	4	11101700		Külçe kalay
11101707	4	11101700		Pik demir
11101708	4	11101700		Katot bakır
11101709	4	11101700		Alüminyum biyet
11101801	4	11101800		Külçe gümüş
11101802	4	11101800		Gümüş granül
11101803	4	11101800		Külçe altın
11101804	4	11101800		Has altın astar
11101805	4	11101800		Platin tel
11101806	4	11101800		Platin pota
11101807	4	11101800		Paladyum anot
11101808	4	11101800		Gümüş anot
11101809	4	11101800		Gümüş tel
11111502	4	11111500		Torf toprak
11111503	4	11111500		Nebati toprak
11111504	4	11111500		Kil hamuru
11111505	4	11111500		Şamot kili
11111506	4	11111500		Mil kumu
11111507	4	11111500		Bahçe toprağı
11111508	4	11111500		Elenmiş nebati toprak
11111509	4	11111500		Killi toprak
11111702	4	11111700		Sıva kumu
11111703	4	11111700		Şap kumu
11111704	4	11111700		Beton kumu
11111705	4	11111700		Dere kumu
11111706	4	11111700		Döküm kumu
11111707	4	11111700		Filtre kumu
11111708	4	11111700		Taş kumu
11111709	4	11111700		Ocak kumu
11121501	4	11121500		Doğal kauçuk lateks
